,OWNER_MEANING,SPGRP_NAME,REMCLASSCD_MEANING,SOURCECD_MEANING,PRODCD_MEANING,MCFVOL,RPA_STD_AMOUNT,RPA_STD_AMOUNT_UOM_MEANING,SAWREMVOL,GREEN_TONS
1591,Private,Cottonwood,Roundwood product,Nongrowing-stock,Pulpwood,35.1599528,497.8300105,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,1393.924029
1592,Private,Cottonwood,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,12.498457,165.5424769,Thousand cubic feet (M cu. ft.),,463.5189353
1593,Private,Cottonwood,Roundwood product,Nongrowing-stock,Miscellaneous,0.005640466,0.005640466,Thousand cubic feet (M cu. ft.),,0.211517464
1594,Private,Cottonwood,Logging residues,Sawtimber growing stock,Not Used,81.44519058,81.44519058,Thousand cubic feet (M cu. ft.),2309.271916,3054.194647
1595,Private,Cottonwood,Logging residues,Poletimber growing stock,Not Used,113.1736062,113.1736062,Thousand cubic feet (M cu. ft.),2309.271916,4244.010234
1596,Private,Cottonwood,Logging residues,Nongrowing-stock,Not Used,329.2699504,329.2699504,Thousand cubic feet (M cu. ft.),2309.271916,12347.62314
1597,Private,Elm,Roundwood product,Sawtimber growing stock,Saw logs,584.2366069,3515.98857,Thousand board feet (MBF) - International 1/4-inch rule,,22073.37624
1598,Private,Elm,Roundwood product,Sawtimber growing stock,Veneer logs,0.61929039,3.799327549,Thousand board feet (MBF) - International 1/4-inch rule,,23.85217835
1599,Private,Elm,Roundwood product,Sawtimber growing stock,Pulpwood,626.2815111,8730.668137,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,24445.87078
1600,Private,Elm,Roundwood product,Sawtimber growing stock,Composite panel,3.452730375,45.07480907,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,126.2094654
1601,Private,Elm,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,320.1545963,4240.458229,Thousand cubic feet (M cu. ft.),,11873.28304
1602,Private,Elm,Roundwood product,Sawtimber growing stock,Miscellaneous,49.69368982,49.69368982,Thousand cubic feet (M cu. ft.),,1863.513368
1603,Private,Elm,Roundwood product,Poletimber growing stock,Saw logs,18.87941872,113.6180439,Thousand board feet (MBF) - International 1/4-inch rule,,713.2940795
1604,Private,Elm,Roundwood product,Poletimber growing stock,Veneer logs,4.503721102,27.63019081,Thousand board feet (MBF) - International 1/4-inch rule,,173.4623379
1605,Private,Elm,Roundwood product,Poletimber growing stock,Pulpwood,683.3424254,9526.124969,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,26673.14991
1606,Private,Elm,Roundwood product,Poletimber growing stock,Composite panel,0.786982429,10.27392205,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,28.76698174
1607,Private,Elm,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,31.50947027,417.3439771,Thousand cubic feet (M cu. ft.),,1168.563136
1608,Private,Elm,Roundwood product,Poletimber growing stock,Miscellaneous,7.489945596,7.489945596,Thousand cubic feet (M cu. ft.),,280.8729598
1609,Private,Elm,Roundwood product,Nongrowing-stock,Saw logs,7.177028352,43.19200364,Thousand board feet (MBF) - International 1/4-inch rule,,271.1593989
1610,Private,Elm,Roundwood product,Nongrowing-stock,Veneer logs,0.002417624,0.014832049,Thousand board feet (MBF) - International 1/4-inch rule,,0.093115601
1611,Private,Elm,Roundwood product,Nongrowing-stock,Pulpwood,78.92791371,1100.293413,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,3080.821556
1612,Private,Elm,Roundwood product,Nongrowing-stock,Composite panel,0.118790353,1.550787892,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,4.342206098
1613,Private,Elm,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,35.15866931,465.6777392,Thousand cubic feet (M cu. ft.),,1303.89767
1614,Private,Elm,Roundwood product,Nongrowing-stock,Miscellaneous,1.230829213,1.230829213,Thousand cubic feet (M cu. ft.),,46.15609548
1615,Private,Elm,Logging residues,Sawtimber growing stock,Not Used,305.9531826,305.9531826,Thousand cubic feet (M cu. ft.),5416.494525,11473.24435
1616,Private,Elm,Logging residues,Poletimber growing stock,Not Used,425.1426605,425.1426605,Thousand cubic feet (M cu. ft.),5416.494525,15942.84977
1617,Private,Elm,Logging residues,Nongrowing-stock,Not Used,1236.920051,1236.920051,Thousand cubic feet (M cu. ft.),5416.494525,46384.5019
1618,Private,Elm,Other removals,Sawtimber growing stock,Not Used,14.32510993,14.32510993,Thousand cubic feet (M cu. ft.),92.14496085,537.1916225
1619,Private,Elm,Other removals,Poletimber growing stock,Not Used,19.90571008,19.90571008,Thousand cubic feet (M cu. ft.),92.14496085,746.4641279
1620,Private,Elm,Other removals,Nongrowing-stock,Not Used,57.91414084,57.91414084,Thousand cubic feet (M cu. ft.),92.14496085,2171.780282
1621,Private,Hickory,Roundwood product,Sawtimber growing stock,Saw logs,624.0196352,3750.927201,Thousand board feet (MBF) - International 1/4-inch rule,,23548.32097
1622,Private,Hickory,Roundwood product,Sawtimber growing stock,Veneer logs,0.511663055,3.139037146,Thousand board feet (MBF) - International 1/4-inch rule,,19.70687521
1623,Private,Hickory,Roundwood product,Sawtimber growing stock,Pulpwood,677.2857826,9458.65643,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,26484.23801
1624,Private,Hickory,Roundwood product,Sawtimber growing stock,Composite panel,3.576159459,46.68615482,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,130.7212335
1625,Private,Hickory,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,342.3920086,4534.993491,Thousand cubic feet (M cu. ft.),,12697.98178
1626,Private,Hickory,Roundwood product,Sawtimber growing stock,Miscellaneous,51.40772005,51.40772005,Thousand cubic feet (M cu. ft.),,1927.789502
1627,Private,Hickory,Roundwood product,Poletimber growing stock,Saw logs,20.16499453,121.2100105,Thousand board feet (MBF) - International 1/4-inch rule,,760.9564457
1628,Private,Hickory,Roundwood product,Poletimber growing stock,Veneer logs,3.721013168,22.82830164,Thousand board feet (MBF) - International 1/4-inch rule,,143.3160777
1629,Private,Hickory,Roundwood product,Poletimber growing stock,Pulpwood,738.9937292,10320.44075,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,28897.23409
1630,Private,Hickory,Roundwood product,Poletimber growing stock,Composite panel,0.815115677,10.64119683,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,29.79535113
1631,Private,Hickory,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,33.69806631,446.3320041,Thousand cubic feet (M cu. ft.),,1249.729612
1632,Private,Hickory,Roundwood product,Poletimber growing stock,Miscellaneous,7.748288118,7.748288118,Thousand cubic feet (M cu. ft.),,290.5608044
1633,Private,Hickory,Roundwood product,Nongrowing-stock,Saw logs,7.665741175,46.0780967,Thousand board feet (MBF) - International 1/4-inch rule,,289.2782911
1634,Private,Hickory,Roundwood product,Nongrowing-stock,Veneer logs,0.001997462,0.012254366,Thousand board feet (MBF) - International 1/4-inch rule,,0.076932911
1635,Private,Hickory,Roundwood product,Nongrowing-stock,Pulpwood,85.35579107,1192.039052,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,3337.709345
1636,Private,Hickory,Roundwood product,Nongrowing-stock,Composite panel,0.1230369,1.606225852,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,4.497432387
1637,Private,Hickory,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,37.60073272,498.02295,Thousand cubic feet (M cu. ft.),,1394.46426
1638,Private,Hickory,Roundwood product,Nongrowing-stock,Miscellaneous,1.273282862,1.273282862,Thousand cubic feet (M cu. ft.),,47.74810733
1639,Private,Hickory,Logging residues,Sawtimber growing stock,Not Used,204.1133668,204.1133668,Thousand cubic feet (M cu. ft.),5653.786433,7654.251255
1640,Private,Hickory,Logging residues,Poletimber growing stock,Not Used,283.6293418,283.6293418,Thousand cubic feet (M cu. ft.),5653.786433,10636.10032
1641,Private,Hickory,Logging residues,Nongrowing-stock,Not Used,825.1978747,825.1978747,Thousand cubic feet (M cu. ft.),5653.786433,30944.9203
1642,Private,Hickory,Other removals,Sawtimber growing stock,Not Used,89.15698322,89.15698322,Thousand cubic feet (M cu. ft.),573.4941488,3343.386871
1643,Private,Hickory,Other removals,Poletimber growing stock,Not Used,123.8896642,123.8896642,Thousand cubic feet (M cu. ft.),573.4941488,4645.862407
1644,Private,Hickory,Other removals,Nongrowing-stock,Not Used,360.4475014,360.4475014,Thousand cubic feet (M cu. ft.),573.4941488,13516.7813
1645,Private,Soft maple,Roundwood product,Sawtimber growing stock,Saw logs,1563.844408,9376.539793,Thousand board feet (MBF) - International 1/4-inch rule,,58865.91682
1646,Private,Soft maple,Roundwood product,Sawtimber growing stock,Veneer logs,4.167273597,25.56609568,Thousand board feet (MBF) - International 1/4-inch rule,,160.5039487
1647,Private,Soft maple,Roundwood product,Sawtimber growing stock,Pulpwood,2301.831734,32235.81445,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,90260.28046
1648,Private,Soft maple,Roundwood product,Sawtimber growing stock,Composite panel,4.655959863,60.78276584,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,170.1917444
1649,Private,Soft maple,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,1040.305603,13778.88216,Thousand cubic feet (M cu. ft.),,38580.87004
1650,Private,Soft maple,Roundwood product,Sawtimber growing stock,Miscellaneous,69.57277313,69.57277313,Thousand cubic feet (M cu. ft.),,2608.978992
1651,Private,Soft maple,Roundwood product,Poletimber growing stock,Saw logs,50.53513088,302.9998785,Thousand board feet (MBF) - International 1/4-inch rule,,1902.233237
1652,Private,Soft maple,Roundwood product,Poletimber growing stock,Veneer logs,30.30603789,185.9266128,Thousand board feet (MBF) - International 1/4-inch rule,,1167.247275
1653,Private,Soft maple,Roundwood product,Poletimber growing stock,Pulpwood,2511.553115,35172.8404,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,98483.95311
1654,Private,Soft maple,Roundwood product,Poletimber growing stock,Composite panel,1.061235082,13.85424389,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,38.7918829
1655,Private,Soft maple,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,102.386406,1356.111337,Thousand cubic feet (M cu. ft.),,3797.111745
1656,Private,Soft maple,Roundwood product,Poletimber growing stock,Miscellaneous,10.4861661,10.4861661,Thousand cubic feet (M cu. ft.),,393.2312289
1657,Private,Soft maple,Roundwood product,Nongrowing-stock,Saw logs,19.21097638,115.1856819,Thousand board feet (MBF) - International 1/4-inch rule,,723.1357107
1658,Private,Soft maple,Roundwood product,Nongrowing-stock,Veneer logs,0.016268459,0.099806497,Thousand board feet (MBF) - International 1/4-inch rule,,0.626585185
1659,Private,Soft maple,Roundwood product,Nongrowing-stock,Pulpwood,290.0912341,4062.558987,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,11375.16516
1660,Private,Soft maple,Roundwood product,Nongrowing-stock,Composite panel,0.160187172,2.091216341,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,5.855405756
1661,Private,Soft maple,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,114.2440593,1513.166348,Thousand cubic feet (M cu. ft.),,4236.865775
1662,Private,Soft maple,Roundwood product,Nongrowing-stock,Miscellaneous,1.72320071,1.72320071,Thousand cubic feet (M cu. ft.),,64.62002663
1663,Private,Soft maple,Logging residues,Sawtimber growing stock,Not Used,734.848765,734.848765,Thousand cubic feet (M cu. ft.),9070.007896,27556.82869
1664,Private,Soft maple,Logging residues,Poletimber growing stock,Not Used,1021.122109,1021.122109,Thousand cubic feet (M cu. ft.),9070.007896,38292.07909
1665,Private,Soft maple,Logging residues,Nongrowing-stock,Not Used,2970.876668,2970.876668,Thousand cubic feet (M cu. ft.),9070.007896,111407.8751
1666,Private,Soft maple,Other removals,Sawtimber growing stock,Not Used,288.6532984,288.6532984,Thousand cubic feet (M cu. ft.),1856.735969,10824.49869
1667,Private,Soft maple,Other removals,Poletimber growing stock,Not Used,401.1033002,401.1033002,Thousand cubic feet (M cu. ft.),1856.735969,15041.37376
1668,Private,Soft maple,Other removals,Nongrowing-stock,Not Used,1166.979371,1166.979371,Thousand cubic feet (M cu. ft.),1856.735969,43761.7264
1669,Private,Select red oaks,Roundwood product,Sawtimber growing stock,Saw logs,721.7308853,4368.457157,Thousand board feet (MBF) - International 1/4-inch rule,,27425.17403
1670,Private,Select red oaks,Roundwood product,Sawtimber growing stock,Veneer logs,0.29842997,1.830858709,Thousand board feet (MBF) - International 1/4-inch rule,,11.49413097
1671,Private,Select red oaks,Roundwood product,Sawtimber growing stock,Pulpwood,528.1847595,7262.982995,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,20336.35239
1672,Private,Select red oaks,Roundwood product,Sawtimber growing stock,Composite panel,6.207820257,81.0420399,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,226.9177117
1673,Private,Select red oaks,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,329.2328902,4360.700532,Thousand cubic feet (M cu. ft.),,12209.96149
1674,Private,Select red oaks,Roundwood product,Sawtimber growing stock,Miscellaneous,88.6144789,88.6144789,Thousand cubic feet (M cu. ft.),,3323.042959
1675,Private,Select red oaks,Roundwood product,Poletimber growing stock,Saw logs,23.32250227,141.1652931,Thousand board feet (MBF) - International 1/4-inch rule,,886.2357099
1676,Private,Select red oaks,Roundwood product,Poletimber growing stock,Veneer logs,2.170299059,13.31471815,Thousand board feet (MBF) - International 1/4-inch rule,,83.58980056
1677,Private,Select red oaks,Roundwood product,Poletimber growing stock,Pulpwood,576.3080152,7924.718082,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,22189.21063
1678,Private,Select red oaks,Roundwood product,Poletimber growing stock,Composite panel,1.414951338,18.47194959,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,51.72145885
1679,Private,Select red oaks,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,32.40295184,429.1781701,Thousand cubic feet (M cu. ft.),,1201.698876
1680,Private,Select red oaks,Roundwood product,Poletimber growing stock,Miscellaneous,13.35617517,13.35617517,Thousand cubic feet (M cu. ft.),,500.8565688
1681,Private,Select red oaks,Roundwood product,Nongrowing-stock,Saw logs,8.866070638,53.6641157,Thousand board feet (MBF) - International 1/4-inch rule,,336.9033184
1682,Private,Select red oaks,Roundwood product,Nongrowing-stock,Veneer logs,0.001165029,0.007147419,Thousand board feet (MBF) - International 1/4-inch rule,,0.044871495
1683,Private,Select red oaks,Roundwood product,Nongrowing-stock,Pulpwood,66.56514744,915.3265504,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,2562.914341
1684,Private,Select red oaks,Roundwood product,Nongrowing-stock,Composite panel,0.213578553,2.78823176,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,7.807048929
1685,Private,Select red oaks,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,36.15562746,478.8824829,Thousand cubic feet (M cu. ft.),,1340.870952
1686,Private,Select red oaks,Roundwood product,Nongrowing-stock,Miscellaneous,2.194831773,2.194831773,Thousand cubic feet (M cu. ft.),,82.30619147
1687,Private,Select red oaks,Logging residues,Sawtimber growing stock,Not Used,366.8875032,366.8875032,Thousand cubic feet (M cu. ft.),5042.633166,13758.28137
1688,Private,Select red oaks,Logging residues,Poletimber growing stock,Not Used,509.8150243,509.8150243,Thousand cubic feet (M cu. ft.),5042.633166,19118.06341
1689,Private,Select red oaks,Logging residues,Nongrowing-stock,Not Used,1483.267816,1483.267816,Thousand cubic feet (M cu. ft.),5042.633166,55622.54312
1690,Private,Select red oaks,Other removals,Sawtimber growing stock,Not Used,218.8503667,218.8503667,Thousand cubic feet (M cu. ft.),1407.734989,8206.888753
1691,Private,Select red oaks,Other removals,Poletimber growing stock,Not Used,304.107401,304.107401,Thousand cubic feet (M cu. ft.),1407.734989,11404.02754
